cpu_usage_percent,ram_usage_percent,active_jobs,idle_time_minutes,power_consumption_watts,utilization_score,monthly_cost_usd,recommendation
68.8,51.8,8,508,302,60.3,155.95,Keep Running
41.6,51.4,3,738,226,46.5,118.21,Keep Running
42.6,65.1,2,566,214,53.8,139.18,Keep Running
46.3,64.1,3,634,234,55.2,131.98,Keep Running
31.4,56.3,0,514,177,43.9,105.47,Sleep Mode
29.5,39.0,3,508,168,34.3,82.36,Sleep Mode
58.9,51.8,6,552,258,55.4,139.33,Keep Running
58.3,57.6,8,326,263,58.0,149.94,Keep Running
74.6,46.3,6,161,325,60.5,161.8,Keep Running
49.9,36.2,2,323,253,43.1,109.15,Keep Running
57.9,60.6,6,369,299,59.3,153.28,Keep Running
78.6,71.3,8,128,356,74.9,196.62,Keep Running
56.7,65.1,4,400,300,60.9,147.9,Keep Running
22.2,46.4,1,525,171,34.3,86.38,Sleep Mode
1.0,11.5,0,769,75,6.2,16.33,Shutdown
16.1,32.7,3,694,121,24.4,64.99,Shutdown
12.6,18.7,5,628,137,15.6,45.5,Shutdown
38.5,65.7,4,560,218,52.1,138.18,Sleep Mode
41.9,39.4,4,614,219,40.6,115.79,Keep Running
48.0,66.7,4,419,229,57.4,144.41,Keep Running
1.0,9.0,3,690,84,5.0,12.69,Shutdown
19.0,40.0,0,743,151,29.5,78.83,Shutdown
59.0,66.2,10,624,284,62.6,154.96,Keep Running
12.3,15.9,0,572,118,14.1,34.9,Shutdown
14.5,36.5,0,695,96,25.5,62.92,Shutdown
57.2,66.7,3,409,273,61.9,153.99,Keep Running
100.0,85.2,7,222,444,92.6,247.16,Keep Running
82.0,87.4,4,226,328,84.7,213.29,Keep Running
72.7,75.5,11,0,344,74.1,186.9,Keep Running
41.8,74.0,4,612,197,57.9,134.57,Keep Running
16.6,7.7,5,814,135,12.1,49.63,Shutdown
12.7,4.0,0,799,109,8.3,33.42,Shutdown
22.7,38.7,0,745,141,30.7,80.27,Sleep Mode
32.8,37.9,3,578,174,35.4,93.4,Sleep Mode
52.4,66.0,6,730,266,59.2,152.71,Keep Running
25.1,23.5,1,442,166,24.3,70.22,Sleep Mode
100.0,100.0,6,127,398,100.0,249.1,Keep Running
54.1,38.7,5,553,255,46.4,117.63,Keep Running
34.2,35.4,3,653,219,34.8,99.96,Sleep Mode
78.0,52.5,8,151,346,65.3,171.69,Keep Running
53.7,76.2,6,131,261,65.0,169.47,Keep Running
48.3,43.7,4,350,219,46.0,125.47,Keep Running
74.8,93.4,8,197,302,84.1,210.15,Keep Running
100.0,93.1,15,287,432,96.5,248.03,Keep Running
21.9,32.8,4,439,137,27.4,72.61,Sleep Mode
56.8,49.9,4,211,277,53.3,138.42,Keep Running
62.8,83.8,9,443,292,73.3,184.21,Keep Running
96.6,65.8,9,0,409,81.2,218.81,Keep Running
82.6,61.0,6,388,331,71.8,188.75,Keep Running
100.0,75.8,8,156,428,87.9,236.21,Keep Running
9.2,14.9,3,802,108,12.0,31.74,Shutdown
100.0,82.9,8,15,405,91.5,228.04,Keep Running
6.9,24.5,0,612,94,15.7,42.18,Shutdown
60.3,56.2,7,235,281,58.2,144.5,Keep Running
49.7,52.7,1,198,223,51.2,128.87,Keep Running
64.5,47.8,6,403,288,56.2,138.43,Keep Running
60.2,76.0,7,446,293,68.1,171.17,Keep Running
49.6,69.6,8,471,238,59.6,152.63,Keep Running
55.4,38.4,7,452,261,46.9,121.79,Keep Running
84.2,55.3,9,304,356,69.8,190.04,Keep Running
75.8,100.0,6,396,319,87.9,215.76,Keep Running
51.2,67.5,5,476,251,59.4,150.1,Keep Running
76.9,80.0,5,231,326,78.5,197.12,Keep Running
78.6,84.1,11,290,358,81.3,204.08,Keep Running
83.0,79.2,6,331,366,81.1,214.28,Keep Running
24.0,18.9,0,561,154,21.4,65.26,Sleep Mode
100.0,65.0,12,93,417,82.5,213.98,Keep Running
32.7,39.4,0,479,166,36.0,100.27,Sleep Mode
14.6,45.6,1,801,92,30.1,73.99,Shutdown
39.1,53.3,6,503,220,46.2,123.45,Sleep Mode
4.6,13.3,1,639,61,9.0,17.25,Shutdown
24.6,58.5,3,649,170,41.6,103.62,Sleep Mode
93.2,81.6,9,52,395,87.4,221.43,Keep Running
12.4,40.6,1,762,119,26.5,59.48,Shutdown
30.6,35.3,2,703,170,33.0,85.51,Sleep Mode
70.4,47.1,6,578,326,58.8,158.38,Keep Running
21.0,46.7,0,867,151,33.8,92.78,Sleep Mode
100.0,89.4,12,170,437,94.7,236.49,Keep Running
48.7,60.3,3,492,245,54.5,139.07,Keep Running
45.6,78.3,5,550,212,62.0,151.03,Keep Running
67.6,67.2,6,353,310,67.4,175.81,Keep Running
36.2,62.3,2,548,217,49.2,130.01,Sleep Mode
34.7,15.9,4,609,225,25.3,78.79,Sleep Mode
1.0,41.3,0,761,85,21.2,58.21,Shutdown
51.0,46.1,7,326,261,48.6,123.86,Keep Running
56.5,52.1,2,555,268,54.3,143.3,Keep Running
59.2,63.9,4,249,264,61.5,155.79,Keep Running
71.0,96.1,8,397,306,83.6,203.23,Keep Running
58.7,84.5,4,333,255,71.6,170.56,Keep Running
1.0,39.4,0,758,70,20.2,59.6,Shutdown
62.8,71.3,12,286,276,67.1,163.25,Keep Running
75.3,79.7,8,302,321,77.5,190.6,Keep Running
75.7,39.4,9,418,341,57.5,155.71,Keep Running
66.5,81.1,6,486,305,73.8,182.79,Keep Running
28.8,39.5,2,590,172,34.1,89.28,Sleep Mode
64.5,52.0,6,349,273,58.3,151.39,Keep Running
48.7,54.2,1,445,266,51.5,137.64,Keep Running
46.9,60.0,5,470,221,53.4,132.03,Keep Running
1.0,18.3,0,785,82,9.6,25.84,Shutdown
42.7,65.7,5,301,222,54.2,144.38,Keep Running
70.8,100.0,7,154,306,85.4,208.66,Keep Running
44.1,62.8,5,439,231,53.5,136.27,Keep Running
27.1,44.9,4,521,174,36.0,94.48,Sleep Mode
40.6,17.6,1,586,207,29.1,81.33,Keep Running
51.7,61.7,4,500,255,56.7,141.79,Keep Running
33.9,42.9,0,423,208,38.4,109.25,Sleep Mode
1.0,17.2,0,722,66,9.1,25.18,Shutdown
67.0,78.8,8,656,288,72.9,189.66,Keep Running
56.1,46.2,5,406,261,51.1,132.37,Keep Running
41.0,39.2,6,488,216,40.1,120.15,Keep Running
30.1,32.4,5,639,169,31.2,83.25,Sleep Mode
69.8,75.3,8,380,303,72.6,177.25,Keep Running
52.9,60.5,5,552,267,56.7,147.82,Keep Running
100.0,78.8,6,0,404,89.4,222.42,Keep Running
61.0,60.6,8,354,292,60.8,163.0,Keep Running
48.5,19.3,7,563,243,33.9,98.75,Keep Running
2.1,2.7,0,556,66,2.4,12.61,Shutdown
72.9,95.2,8,307,332,84.0,210.31,Keep Running
43.0,35.6,2,490,213,39.3,97.17,Keep Running
82.6,82.2,6,273,379,82.4,215.34,Keep Running
45.2,27.8,5,536,252,36.5,104.84,Keep Running
18.5,43.7,1,901,116,31.1,75.09,Shutdown
19.5,41.7,0,773,152,30.6,77.52,Shutdown
53.0,54.9,3,343,249,54.0,130.68,Keep Running
67.6,100.0,7,416,272,83.8,210.54,Keep Running
10.1,15.8,0,703,133,12.9,39.36,Shutdown
1.4,1.0,0,724,71,1.2,18.01,Shutdown
91.6,76.3,5,377,416,83.9,217.88,Keep Running
58.0,50.2,6,227,284,54.1,141.16,Keep Running
47.6,35.1,3,696,210,41.3,113.13,Keep Running
59.3,34.3,4,501,300,46.8,119.03,Keep Running
68.4,52.0,6,382,307,60.2,160.41,Keep Running
1.0,8.8,0,894,102,4.9,19.42,Shutdown
26.1,26.2,1,578,136,26.2,75.21,Sleep Mode
54.8,53.8,4,508,291,54.3,148.62,Keep Running
1.0,2.8,0,720,52,1.9,11.08,Shutdown
36.5,46.9,2,660,219,41.7,114.33,Sleep Mode
12.3,40.8,1,535,118,26.6,66.26,Shutdown
24.7,14.0,1,933,181,19.3,57.78,Sleep Mode
31.8,12.3,0,587,175,22.1,71.23,Sleep Mode
64.0,60.9,8,254,288,62.5,155.06,Keep Running
31.0,9.8,1,529,167,20.4,55.17,Sleep Mode
23.4,42.6,2,594,157,33.0,89.74,Sleep Mode
5.9,47.7,3,688,88,26.8,66.48,Shutdown
1.0,1.0,2,919,60,1.0,10.0,Shutdown
56.3,46.9,5,362,275,51.6,135.79,Keep Running
24.3,14.0,4,568,148,19.1,50.76,Sleep Mode
33.2,31.6,5,827,186,32.4,87.68,Sleep Mode
48.7,50.6,5,496,224,49.7,124.23,Keep Running
22.3,47.2,0,506,145,34.7,83.85,Sleep Mode
57.0,61.2,5,424,282,59.1,151.83,Keep Running
4.9,14.7,0,720,91,9.8,36.12,Shutdown
22.9,59.8,2,736,147,41.3,98.72,Sleep Mode
27.9,36.1,5,583,176,32.0,89.34,Sleep Mode
22.6,27.5,3,844,153,25.1,71.33,Sleep Mode
38.4,54.3,1,389,203,46.3,108.49,Sleep Mode
49.5,34.3,3,606,263,41.9,111.75,Keep Running
20.7,11.1,4,885,158,15.9,47.26,Sleep Mode
58.5,70.6,5,443,278,64.5,164.5,Keep Running
15.3,34.4,0,745,141,24.9,66.6,Shutdown
74.6,53.2,6,300,310,63.9,158.75,Keep Running
15.2,20.7,0,874,133,18.0,48.09,Shutdown
50.9,52.1,5,224,241,51.5,127.79,Keep Running
36.8,37.3,5,465,177,37.1,90.28,Sleep Mode
54.4,42.7,4,377,262,48.5,125.74,Keep Running
31.1,43.4,4,401,174,37.3,98.34,Sleep Mode
14.8,22.8,1,842,119,18.8,57.99,Shutdown
71.4,63.8,5,461,320,67.6,170.04,Keep Running
56.7,55.6,3,692,264,56.2,144.78,Keep Running
63.5,67.2,6,311,289,65.4,165.54,Keep Running
92.5,68.6,10,123,380,80.6,207.35,Keep Running
18.2,26.5,4,831,125,22.3,57.09,Shutdown
62.1,51.0,8,399,286,56.5,147.49,Keep Running
30.6,24.6,4,766,154,27.6,81.31,Sleep Mode
36.7,20.8,5,715,202,28.8,80.89,Sleep Mode
74.1,37.5,6,331,349,55.8,156.89,Keep Running
59.9,62.6,4,354,287,61.3,155.34,Keep Running
55.2,58.7,0,423,279,57.0,144.28,Keep Running
20.4,1.0,0,652,146,10.7,33.79,Sleep Mode
45.7,60.1,5,699,247,52.9,131.0,Keep Running
34.9,58.3,0,521,219,46.6,125.49,Sleep Mode
45.4,44.4,3,250,232,44.9,112.71,Keep Running
5.4,28.0,0,924,50,16.7,40.39,Shutdown
27.4,37.2,1,588,166,32.3,86.32,Sleep Mode
34.0,16.3,4,523,176,25.1,77.76,Sleep Mode
51.2,50.5,3,480,256,50.8,121.21,Keep Running
25.8,9.8,0,692,150,17.8,56.89,Sleep Mode
34.8,26.6,4,414,182,30.7,85.57,Sleep Mode
93.1,75.8,6,198,387,84.4,205.83,Keep Running
48.8,22.9,0,613,229,35.9,95.25,Keep Running
15.3,40.1,2,573,136,27.7,70.07,Shutdown
43.2,60.8,5,484,214,52.0,132.29,Keep Running
87.7,64.8,8,89,366,76.3,184.54,Keep Running
1.0,10.3,0,790,79,5.7,25.98,Shutdown
33.6,51.1,1,589,181,42.3,105.19,Sleep Mode
1.0,20.1,0,752,66,10.5,25.46,Shutdown
43.9,34.9,3,423,219,39.4,94.5,Keep Running
1.0,8.3,0,780,61,4.6,18.21,Shutdown
74.9,72.5,8,137,315,73.7,182.9,Keep Running
67.5,61.5,5,358,294,64.5,169.15,Keep Running
37.6,11.7,4,502,204,24.7,70.56,Sleep Mode
58.1,50.5,3,382,279,54.3,140.69,Keep Running
28.1,18.7,3,571,161,23.4,63.27,Sleep Mode
69.1,73.5,8,473,318,71.3,180.78,Keep Running
41.4,37.1,5,631,194,39.3,96.73,Keep Running
45.2,54.6,1,610,229,49.9,121.04,Keep Running
8.6,6.9,0,701,128,7.8,37.28,Shutdown
100.0,77.7,10,147,399,88.8,219.77,Keep Running
56.6,56.5,4,327,268,56.5,145.75,Keep Running
64.2,41.4,7,270,286,52.8,138.78,Keep Running
39.2,35.5,1,731,232,37.3,97.38,Sleep Mode
39.3,42.4,5,419,217,40.9,108.2,Sleep Mode
98.1,95.7,11,10,414,96.9,242.38,Keep Running
54.8,21.5,5,548,285,38.1,107.97,Keep Running
89.6,74.8,9,342,424,82.2,219.61,Keep Running
44.4,51.5,3,520,232,48.0,125.75,Keep Running
44.7,76.7,4,666,234,60.7,149.45,Keep Running
18.5,24.4,1,656,121,21.5,61.06,Shutdown
37.6,46.4,1,441,220,42.0,115.23,Sleep Mode
72.1,64.4,3,396,330,68.2,176.9,Keep Running
80.3,97.2,7,432,347,88.7,216.93,Keep Running
46.2,57.0,8,585,226,51.6,130.16,Keep Running
28.6,19.2,0,434,200,23.9,72.86,Sleep Mode
28.4,16.5,1,618,170,22.4,62.71,Sleep Mode
4.3,6.8,3,818,79,5.6,19.71,Shutdown
1.0,50.7,0,802,64,25.9,71.2,Shutdown
80.5,83.3,7,304,328,81.9,201.86,Keep Running
24.7,24.5,4,667,150,24.6,66.42,Sleep Mode
38.6,49.7,8,443,244,44.1,118.35,Sleep Mode
4.5,13.7,0,876,111,9.1,25.99,Shutdown
50.3,57.0,5,630,245,53.7,135.28,Keep Running
1.0,3.8,1,674,75,2.4,16.06,Shutdown
17.3,27.7,0,701,145,22.5,59.52,Shutdown
1.0,5.5,3,723,51,3.3,15.71,Shutdown
30.7,42.7,1,430,186,36.7,103.05,Sleep Mode
100.0,90.5,7,93,398,95.2,238.52,Keep Running
29.5,17.3,0,649,150,23.4,58.51,Sleep Mode
28.3,15.8,5,573,179,22.1,66.13,Sleep Mode
1.0,1.9,3,812,61,1.4,10.0,Shutdown
65.9,71.9,7,403,310,68.9,180.66,Keep Running
52.1,50.8,7,496,260,51.4,128.42,Keep Running
55.3,38.1,3,531,281,46.7,125.55,Keep Running
82.1,61.8,7,45,371,72.0,188.76,Keep Running
29.2,38.5,3,377,142,33.8,86.46,Sleep Mode
48.9,21.4,4,248,248,35.2,103.51,Keep Running
16.7,45.9,2,758,132,31.3,75.13,Shutdown
62.4,66.7,6,220,286,64.5,166.54,Keep Running
25.1,25.1,3,460,175,25.1,65.22,Sleep Mode
39.2,26.5,2,593,210,32.8,80.73,Sleep Mode
41.1,41.6,4,545,184,41.3,99.13,Keep Running
38.7,34.7,2,604,187,36.7,91.01,Sleep Mode
45.5,42.5,3,542,242,44.0,116.65,Keep Running
9.1,15.8,1,854,118,12.4,32.77,Shutdown
12.1,1.0,0,803,126,6.5,33.88,Shutdown
73.2,53.3,4,339,318,63.2,157.85,Keep Running
45.1,51.5,3,507,228,48.3,130.61,Keep Running
25.4,35.5,1,643,138,30.4,89.33,Sleep Mode
45.9,37.5,6,418,249,41.7,119.94,Keep Running
65.4,88.5,8,341,278,76.9,188.16,Keep Running
63.8,67.8,8,207,297,65.8,165.28,Keep Running
14.9,6.7,1,833,118,10.8,39.14,Shutdown
21.5,29.7,0,562,137,25.6,67.34,Sleep Mode
53.5,44.2,3,292,252,48.9,130.17,Keep Running
11.0,18.8,3,738,120,14.9,54.69,Shutdown
11.9,11.0,2,624,114,11.4,37.43,Shutdown
74.4,47.6,5,296,340,61.0,151.45,Keep Running
1.0,14.8,0,856,60,7.9,26.37,Shutdown
60.9,77.8,5,289,245,69.3,171.46,Keep Running
3.1,18.9,0,773,91,11.0,28.91,Shutdown
4.1,3.8,1,874,96,4.0,21.15,Shutdown
36.3,38.2,6,463,202,37.2,108.54,Sleep Mode
5.0,9.0,3,675,95,7.0,23.75,Shutdown
54.6,59.9,10,293,257,57.3,149.72,Keep Running
49.4,18.7,7,234,226,34.0,96.02,Keep Running
23.1,39.8,4,414,164,31.4,86.02,Sleep Mode
79.7,78.0,8,282,353,78.9,205.17,Keep Running
44.4,43.0,5,598,247,43.7,116.77,Keep Running
34.4,25.1,1,532,181,29.8,84.61,Sleep Mode
69.3,54.6,8,67,299,62.0,168.35,Keep Running
12.7,10.4,4,858,107,11.5,35.85,Shutdown
1.0,17.5,2,745,82,9.3,16.45,Shutdown
91.9,76.4,7,63,399,84.2,215.63,Keep Running
17.6,18.9,1,651,107,18.2,50.84,Shutdown
85.2,80.8,7,99,351,83.0,211.05,Keep Running
23.3,40.0,1,764,146,31.6,80.48,Sleep Mode
1.0,6.0,2,1013,84,3.5,12.42,Shutdown
40.3,38.1,0,729,208,39.2,111.73,Keep Running
36.5,46.5,0,462,193,41.5,114.28,Sleep Mode
34.6,55.3,2,691,168,45.0,113.1,Sleep Mode
70.1,42.8,8,196,304,56.4,150.24,Keep Running
72.1,63.3,4,263,326,67.7,178.38,Keep Running
69.7,60.2,4,280,302,64.9,161.42,Keep Running
66.2,58.6,6,171,322,62.4,164.2,Keep Running
27.8,45.4,5,582,149,36.6,85.67,Sleep Mode
43.3,49.6,4,430,243,46.4,122.29,Keep Running
62.5,51.1,5,240,288,56.8,147.22,Keep Running
1.0,1.0,1,547,85,1.0,10.0,Shutdown
55.6,48.4,4,559,276,52.0,143.19,Keep Running
1.0,1.0,1,1003,93,1.0,14.19,Shutdown
31.7,56.0,2,498,177,43.8,106.96,Sleep Mode
33.7,53.9,2,542,216,43.8,117.72,Sleep Mode
41.8,18.8,2,467,207,30.3,81.97,Keep Running
52.4,56.3,5,508,285,54.4,147.5,Keep Running
86.9,51.1,10,189,383,69.0,184.59,Keep Running
92.2,85.7,9,386,404,89.0,225.18,Keep Running
68.8,87.8,10,393,326,78.3,196.01,Keep Running
42.8,67.1,1,465,248,55.0,139.77,Keep Running
23.1,32.5,0,422,139,27.8,84.66,Sleep Mode
2.1,37.9,0,981,53,20.0,43.23,Shutdown
100.0,80.3,8,0,428,90.1,229.25,Keep Running
16.0,30.7,0,615,119,23.4,57.23,Shutdown
41.4,37.8,6,496,208,39.6,102.23,Keep Running
1.0,14.8,0,927,71,7.9,20.11,Shutdown
79.7,83.0,8,313,342,81.3,203.11,Keep Running
75.9,70.0,6,133,331,73.0,187.95,Keep Running
63.1,56.5,6,291,267,59.8,153.03,Keep Running
35.6,41.8,3,486,182,38.7,104.56,Sleep Mode
62.1,68.5,4,431,270,65.3,173.74,Keep Running
66.4,46.4,10,331,291,56.4,153.8,Keep Running
49.9,30.9,2,577,217,40.4,109.16,Keep Running
12.4,40.3,3,854,120,26.4,70.94,Shutdown
54.1,44.3,5,470,267,49.2,124.25,Keep Running
6.5,3.0,3,814,97,4.8,16.21,Shutdown
37.2,28.3,4,573,216,32.7,88.24,Sleep Mode
70.6,52.0,8,286,315,61.3,159.86,Keep Running
53.7,29.6,6,227,264,41.6,117.5,Keep Running
13.6,1.0,0,774,96,7.3,24.18,Shutdown
30.7,33.9,0,658,169,32.3,84.52,Sleep Mode
59.4,58.0,4,196,281,58.7,151.49,Keep Running
76.9,45.7,7,348,344,61.3,174.77,Keep Running
1.0,3.4,2,857,61,2.2,12.12,Shutdown
66.5,71.0,6,335,305,68.8,178.7,Keep Running
25.5,1.3,5,562,181,13.4,44.31,Sleep Mode
63.8,73.0,7,509,292,68.4,168.68,Keep Running
79.3,58.9,7,277,349,69.1,188.24,Keep Running
38.0,48.9,4,650,204,43.4,116.64,Sleep Mode
81.2,73.5,8,317,351,77.3,195.56,Keep Running
22.8,68.7,0,574,160,45.8,114.39,Sleep Mode
28.4,53.5,2,472,160,40.9,92.17,Sleep Mode
31.8,39.5,2,776,184,35.7,90.37,Sleep Mode
89.5,89.7,10,309,375,89.6,229.06,Keep Running
4.7,3.4,0,903,78,4.0,19.62,Shutdown
73.8,54.4,4,236,353,64.1,173.82,Keep Running
85.1,72.5,9,270,351,78.8,204.88,Keep Running
69.7,59.2,6,337,330,64.4,176.21,Keep Running
67.1,32.0,6,540,295,49.6,135.3,Keep Running
10.7,30.8,0,666,118,20.8,60.79,Shutdown
52.7,48.9,7,428,235,50.8,129.47,Keep Running
87.6,75.2,9,233,378,81.4,209.43,Keep Running
71.2,73.4,7,354,307,72.3,186.8,Keep Running
60.0,54.5,9,252,273,57.3,150.27,Keep Running
76.4,93.0,9,301,314,84.7,206.16,Keep Running
58.6,60.7,8,522,289,59.6,145.13,Keep Running
22.3,31.1,4,699,161,26.7,60.01,Sleep Mode
12.2,18.9,2,907,80,15.5,44.29,Shutdown
93.3,89.4,7,95,375,91.3,231.31,Keep Running
62.8,68.3,8,191,283,65.6,166.79,Keep Running
25.6,52.6,6,841,162,39.1,105.28,Sleep Mode
31.5,34.5,2,812,175,33.0,77.05,Sleep Mode
65.8,73.1,6,578,301,69.5,183.39,Keep Running
45.6,52.7,5,327,257,49.2,129.98,Keep Running
28.5,8.8,3,532,155,18.7,55.71,Sleep Mode
54.4,72.7,5,479,261,63.6,153.06,Keep Running
60.4,59.8,3,326,275,60.1,152.04,Keep Running
30.2,40.3,3,650,180,35.3,93.97,Sleep Mode
70.4,49.9,4,436,324,60.1,165.25,Keep Running
16.5,32.3,1,570,129,24.4,61.98,Shutdown
1.0,16.4,0,921,57,8.7,27.66,Shutdown
10.0,21.7,0,868,87,15.8,48.26,Shutdown
65.6,73.6,8,411,296,69.6,163.95,Keep Running
66.4,61.8,9,521,304,64.1,175.75,Keep Running
3.6,8.5,0,1091,75,6.0,29.71,Shutdown
52.2,34.2,6,142,239,43.2,122.96,Keep Running
70.2,39.4,10,138,288,54.8,136.92,Keep Running
54.4,46.6,8,497,280,50.5,131.55,Keep Running
55.8,28.3,4,347,264,42.1,117.36,Keep Running
61.6,22.3,10,261,279,42.0,123.58,Keep Running
20.3,41.6,4,571,132,30.9,79.32,Sleep Mode
59.4,61.7,7,107,280,60.6,158.7,Keep Running
70.9,72.4,8,186,341,71.6,183.9,Keep Running
21.5,43.8,4,561,164,32.7,83.42,Sleep Mode
55.4,53.5,5,485,256,54.5,139.35,Keep Running
55.0,76.9,5,435,241,66.0,169.33,Keep Running
1.0,5.5,0,738,75,3.3,10.0,Shutdown
40.6,57.8,4,427,244,49.2,131.88,Keep Running
1.0,33.4,0,809,65,17.2,38.97,Shutdown
34.9,28.3,0,605,184,31.6,96.25,Sleep Mode
1.0,22.3,3,711,81,11.7,17.96,Shutdown
65.0,46.5,6,149,299,55.7,146.11,Keep Running
100.0,89.2,13,303,403,94.6,240.64,Keep Running
8.6,39.7,3,1060,83,24.1,47.61,Shutdown
53.5,37.5,9,424,232,45.5,114.95,Keep Running
52.2,54.8,7,540,270,53.5,127.56,Keep Running
16.0,27.4,0,536,129,21.7,57.31,Shutdown
68.4,72.3,4,335,316,70.4,179.0,Keep Running
26.1,45.2,5,687,166,35.7,88.29,Sleep Mode
22.7,39.1,0,716,155,30.9,79.74,Sleep Mode
49.0,48.6,4,272,230,48.8,125.59,Keep Running
1.0,1.0,0,787,80,1.0,16.24,Shutdown
54.7,42.3,4,622,251,48.5,118.57,Keep Running
9.7,1.4,2,823,99,5.6,17.93,Shutdown
63.1,47.9,9,528,308,55.5,152.45,Keep Running
56.6,47.7,8,100,242,52.2,122.92,Keep Running
26.6,47.2,4,775,179,36.9,97.17,Sleep Mode
45.7,45.9,3,627,221,45.8,117.5,Keep Running
12.0,40.2,1,727,107,26.1,62.12,Shutdown
47.2,34.9,3,377,244,41.0,111.91,Keep Running
66.3,46.8,5,374,302,56.6,144.65,Keep Running
100.0,100.0,7,249,429,100.0,249.69,Keep Running
53.0,25.6,4,270,253,39.3,111.94,Keep Running
68.1,60.9,7,498,293,64.5,162.07,Keep Running
94.3,86.7,8,194,389,90.5,225.21,Keep Running
54.8,54.6,6,361,268,54.7,137.83,Keep Running
55.8,62.7,3,419,281,59.2,142.38,Keep Running
19.9,18.0,3,721,147,19.0,59.71,Shutdown
1.0,9.2,0,698,51,5.1,19.57,Shutdown
55.6,57.5,4,568,265,56.6,146.38,Keep Running
90.8,95.6,6,441,384,93.2,227.71,Keep Running
50.2,81.4,2,201,233,65.8,165.11,Keep Running
66.9,53.5,6,337,300,60.2,154.65,Keep Running
65.5,55.9,8,646,301,60.7,150.21,Keep Running
34.8,37.2,5,620,187,36.0,91.99,Sleep Mode
27.2,32.8,3,485,161,30.0,75.51,Sleep Mode
96.9,83.6,8,10,397,90.3,233.92,Keep Running
51.1,36.4,5,406,220,43.8,119.73,Keep Running
46.0,50.2,3,601,207,48.1,119.62,Keep Running
72.7,62.2,5,369,318,67.4,175.08,Keep Running
66.2,42.1,6,321,272,54.1,138.8,Keep Running
26.2,51.4,6,725,148,38.8,95.82,Sleep Mode
30.4,23.2,3,574,188,26.8,72.62,Sleep Mode
49.0,22.3,4,246,227,35.7,99.72,Keep Running
11.9,1.0,0,847,115,6.5,31.09,Shutdown
1.0,16.7,0,927,50,8.9,23.25,Shutdown
59.4,41.4,6,512,276,50.4,138.1,Keep Running
17.3,31.3,0,573,159,24.3,66.56,Shutdown
1.0,19.8,0,946,66,10.4,21.2,Shutdown
41.9,60.0,3,672,217,50.9,122.15,Keep Running
16.5,45.4,0,652,120,30.9,80.44,Shutdown
51.8,41.4,8,396,247,46.6,122.63,Keep Running
66.6,80.5,6,232,312,73.5,184.85,Keep Running
15.5,14.4,2,631,136,14.9,42.64,Shutdown
8.5,35.2,4,528,106,21.9,51.79,Shutdown
64.1,84.4,9,386,288,74.2,180.81,Keep Running
95.9,76.1,10,195,414,86.0,224.37,Keep Running
40.6,31.1,4,522,230,35.9,101.88,Keep Running
35.1,77.3,6,403,222,56.2,145.74,Sleep Mode
59.0,40.2,6,176,277,49.6,122.88,Keep Running
48.3,44.3,3,478,221,46.3,119.1,Keep Running
75.4,68.1,7,289,325,71.8,163.73,Keep Running
1.0,21.0,2,534,76,11.0,28.16,Shutdown
49.7,35.8,2,471,256,42.8,117.66,Keep Running
12.1,1.0,2,675,108,6.6,26.35,Shutdown
51.7,96.4,4,348,271,74.1,175.51,Keep Running
90.7,98.3,6,261,376,94.5,239.33,Keep Running
40.4,51.0,3,545,202,45.7,120.87,Keep Running
23.0,10.0,1,592,119,16.5,44.4,Sleep Mode
62.3,58.7,6,419,300,60.5,157.11,Keep Running
62.6,91.7,8,315,286,77.2,186.02,Keep Running
56.2,69.1,3,325,290,62.7,162.93,Keep Running
70.9,81.4,4,261,345,76.1,189.02,Keep Running
23.6,22.2,6,607,154,22.9,64.15,Sleep Mode
41.9,44.1,5,457,205,43.0,118.61,Keep Running
11.3,16.1,2,827,107,13.7,42.12,Shutdown
35.9,44.9,4,807,203,40.4,110.09,Sleep Mode
44.6,35.1,2,365,233,39.9,111.47,Keep Running
75.9,45.0,6,157,343,60.5,166.85,Keep Running
19.5,26.5,3,643,136,23.0,65.22,Shutdown
73.8,64.9,8,159,313,69.4,180.07,Keep Running
43.3,63.7,6,489,214,53.5,128.48,Keep Running
37.9,41.7,6,454,175,39.8,108.24,Sleep Mode
39.3,40.2,4,631,196,39.8,102.46,Sleep Mode
61.3,54.5,5,341,261,57.9,141.35,Keep Running
24.7,29.0,4,710,160,26.8,72.16,Sleep Mode
43.6,15.7,2,620,219,29.7,84.6,Keep Running
18.5,28.1,2,767,157,23.3,66.24,Shutdown
53.6,66.3,6,457,216,60.0,147.74,Keep Running
6.2,12.8,1,813,85,9.5,26.07,Shutdown
42.8,52.6,6,478,200,47.7,119.6,Keep Running
50.2,54.6,5,457,250,52.4,139.8,Keep Running
23.9,15.1,2,505,161,19.5,66.38,Sleep Mode
32.7,25.0,1,439,169,28.8,76.19,Sleep Mode
20.5,14.9,0,699,133,17.7,54.96,Sleep Mode
47.0,51.0,8,399,238,49.0,130.12,Keep Running
47.5,62.0,6,477,200,54.8,125.07,Keep Running
12.1,24.2,0,712,128,18.2,54.99,Shutdown
98.9,88.2,10,239,425,93.5,240.5,Keep Running
74.8,72.3,8,288,339,73.6,192.21,Keep Running
23.4,38.9,3,571,142,31.2,78.4,Sleep Mode
63.1,67.0,9,499,316,65.1,165.89,Keep Running
